,Unnamed: 0,type,text
3288,3288,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
3289,3289,ham,Think + da. You wil do.
3290,3290,ham,Was the actual exam harder than NBME
3291,3291,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
3292,3292,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
3293,3293,ham,You are a big chic. Common. Declare
3294,3294,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
3295,3295,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
3296,3296,ham,Still chance there. If you search hard you will get it..let have a try :)
3297,3297,ham,I'm also came to room.
3298,3298,ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
3299,3299,ham,You do what all you like
3300,3300,ham,I can ask around but there's not a lot in terms of mids up here
3301,3301,ham,Ok... Help me ask if she's working tmr a not?
3302,3302,ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
3303,3303,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
3304,3304,ham,Yes. I come to nyc for audiitions and am trying to relocate.
3305,3305,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
3306,3306,ham,Does daddy have a bb now.
3307,3307,ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
3308,3308,ham,You said to me before i went back to bed that you can't sleep for anything.
3309,3309,spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd
3310,3310,ham,For my family happiness..
3311,3311,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
3312,3312,spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
3313,3313,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
3314,3314,ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
3315,3315,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
3316,3316,spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082
3317,3317,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
3318,3318,ham,say thanks2. 
3319,3319,ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
3320,3320,ham,We can go 4 e normal pilates after our intro...  
3321,3321,ham,Boy you best get yo ass out here quick
3322,3322,ham,I said its okay. Sorry
3323,3323,ham,Yes princess! I want to please you every night. Your wish is my command...
3324,3324,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
3325,3325,ham,I'm wif him now buying tix lar...
3326,3326,ham,Are you not around or just still asleep? :V
3327,3327,ham,K k :-):-) then watch some films.
3328,3328,ham,"alright, I'll make sure the car is back tonight"
3329,3329,ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
3330,3330,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
3331,3331,ham,You see the requirements please
3332,3332,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
3333,3333,ham,Can you talk with me..
3334,3334,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
3335,3335,ham,Dunno dat's wat he told me. Ok lor...
3336,3336,ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
3337,3337,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
3338,3338,ham,Ard 515 like dat. Y?
3339,3339,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
3340,3340,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
3341,3341,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
3342,3342,spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
3343,3343,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
3344,3344,ham,Ok lor...
3345,3345,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
3346,3346,ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
3347,3347,ham,"Haha yeah, 2 oz is kind of a shitload"
3348,3348,ham,Have you started in skye
3349,3349,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA
3350,3350,ham,That is wondarfull song
3351,3351,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
3352,3352,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
3353,3353,ham,Can u look 4 me in da lib i got stuff havent finish yet.
3354,3354,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
3355,3355,ham,S....s...india going to draw the series after many years in south african soil..
3356,3356,spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
3357,3357,ham,Does uncle timi help in clearing cars
3358,3358,ham,I remain unconvinced that this isn't an elaborate test of my willpower
3359,3359,ham,Cos daddy arranging time c wat time fetch Ì_ mah...
3360,3360,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
3361,3361,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
3362,3362,spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
3363,3363,ham,I just saw ron burgundy captaining a party boat so yeah
3364,3364,ham,Gudnite....tc...practice going on
3365,3365,ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
3366,3366,ham,COME BACK TO TAMPA FFFFUUUUUUU
3367,3367,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
3368,3368,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
3369,3369,spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
3370,3370,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
3371,3371,ham,On the road so cant txt
3372,3372,ham,"\What are youdoing later? Sar xxx\"""""
3373,3373,ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
3374,3374,ham,Compliments to you. Was away from the system. How your side.
3375,3375,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3376,3376,ham,Sent me de webadres for geting salary slip
3377,3377,ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
3378,3378,ham,Ok no prob... I'll come after lunch then...
3379,3379,ham,"Hi this is yijue, can i meet u at 11 tmr?"
3380,3380,ham,K...k:)why cant you come here and search job:)
3381,3381,ham,I dun believe u. I thk u told him.
3382,3382,ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
3383,3383,ham,Aiyah then i wait lor. Then u entertain me. Hee...
3384,3384,ham,Did u find out what time the bus is at coz i need to sort some stuff out.
3385,3385,ham,"Sorry, I'll call later"
3386,3386,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
3387,3387,ham,Dear we are going to our rubber place
3388,3388,ham,"Some friends want me to drive em someplace, probably take a while"
3389,3389,ham,Thnx dude. u guys out 2nite?
3390,3390,ham,From tomorrow onwards eve 6 to 3 work.
3391,3391,ham,I got your back! Do you have any dislikes in bed?
3392,3392,ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
3393,3393,ham,This phone has the weirdest auto correct.
3394,3394,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
3395,3395,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
3396,3396,ham,Gd luck 4 ur exams :-)
3397,3397,ham,Same as kallis dismissial in 2nd test:-).
3398,3398,ham,"I think your mentor is , but not 100 percent sure."
3399,3399,ham,Kothi print out marandratha.
3400,3400,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
3401,3401,ham,Yay can't wait to party together!
3402,3402,ham,Where in abj are you serving. Are you staying with dad or alone.
3403,3403,ham,K...k...yesterday i was in cbe .
3404,3404,ham,Meet after lunch la...
3405,3405,ham,"Yes but i dont care! I need you bad, princess!"
3406,3406,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
3407,3407,ham,aathi..where are you dear..
3408,3408,spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
3409,3409,ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
3410,3410,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
3411,3411,ham,Printer is cool. I mean groovy. Wine is groovying
3412,3412,ham,Hi where you. You in home or calicut?
3413,3413,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
3414,3414,ham,"It's ok, at least armand's still around"
3415,3415,ham,Those ducking chinchillas
3416,3416,ham,Not yet chikku..wat abt u?
3417,3417,ham,Ard 4 lor...
3418,3418,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
3419,3419,ham,The evo. I just had to download flash. Jealous?
3420,3420,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
3421,3421,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
3422,3422,ham,Who u talking about?
3423,3423,ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
3424,3424,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
3425,3425,ham,"Jay wants to work out first, how's 4 sound?"
3426,3426,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
3427,3427,ham,No..its ful of song lyrics..
3428,3428,ham,I am joining today formally.Pls keep praying.will talk later.
3429,3429,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
3430,3430,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
3431,3431,ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
3432,3432,ham,Hey i've booked the 2 lessons on sun liao...
3433,3433,ham,I love to cuddle! I want to hold you in my strong arms right now...
3434,3434,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
3435,3435,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
3436,3436,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
3437,3437,ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
3438,3438,ham,Oh k :)why you got job then whats up?
3439,3439,ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
3440,3440,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
3441,3441,ham,"Sorry, I'll call later"
3442,3442,ham,Yes. Last  practice
3443,3443,ham,(That said can you text him one more time?)
3444,3444,spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
3445,3445,ham,If u dun drive then how i go 2 sch.
3446,3446,ham,"Sir, waiting for your letter."
3447,3447,ham,Yo come over carlos will be here soon
3448,3448,ham,Ok then no need to tell me anything i am going to sleep good night
3449,3449,ham,I like to talk pa but am not able to. I dont know y.
3450,3450,ham,Watching tv now. I got new job :)
3451,3451,ham,Oh yeah clearly it's my fault
3452,3452,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
3453,3453,ham,Nope. I just forgot. Will show next week
3454,3454,ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
3455,3455,ham,And miss vday the parachute and double coins??? U must not know me very well...
3456,3456,ham,I.ll post her out l8r. In class
3457,3457,spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
3458,3458,ham,\alright babe
3459,3459,ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
3460,3460,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
3461,3461,ham,"Sorry, I'll call later"
3462,3462,ham,ok....take care.umma to you too...
3463,3463,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
3464,3464,ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
3465,3465,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
3466,3466,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
3467,3467,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
3468,3468,ham,I've not sent it. He can send me.
3469,3469,ham,"Since when, which side, any fever, any vomitin."
3470,3470,ham,* Am on my way
3471,3471,ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
3472,3472,ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
3473,3473,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
3474,3474,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
3475,3475,ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
3476,3476,ham,We left already we at orchard now.
3477,3477,ham,Ew are you one of them?
3478,3478,ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
3479,3479,ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
3480,3480,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
3481,3481,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
3482,3482,ham,I am great princess! What are you thinking about me? :)
3483,3483,ham,No..jst change tat only..
3484,3484,ham,Still i have not checked it da. . .
3485,3485,spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
3486,3486,ham,"Sorry, I'll call later"
3487,3487,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
3488,3488,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
3489,3489,ham,U come n search tat vid..not finishd..
3490,3490,ham,Where @
3491,3491,ham,U wan 2 haf lunch i'm in da canteen now.
3492,3492,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
3493,3493,ham,You didnt complete your gist oh.
3494,3494,ham,There the size of elephant tablets & u shove um up ur ass!!
3495,3495,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470"
3496,3496,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
3497,3497,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
3498,3498,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
3499,3499,ham,"Haha, that was the first person I was gonna ask"
3500,3500,ham,Gibbs unsold.mike hussey
3501,3501,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
3502,3502,ham,Just sleeping..and surfing
3503,3503,ham,Yes its possible but dint try. Pls dont tell to any one k
3504,3504,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
3505,3505,ham,"Mostly sports type..lyk footbl,crckt.."
3506,3506,ham,Rats. Hey did u ever vote for the next themes?
3507,3507,ham,Where are you call me.
3508,3508,ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
3509,3509,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
3510,3510,ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
3511,3511,ham,Chk in ur belovd ms dict
3512,3512,ham,"Sorry, I'll call later ok bye"
3513,3513,ham,I sent you  &lt;#&gt;  bucks
3514,3514,ham,Pick you up bout 7.30ish? What time are  and that going?
3515,3515,ham,R u saying i should re order the slippers cos i had to pay for returning it.
3516,3516,ham,"Sorry, I'll call later"
3517,3517,ham,I did. One slice and one breadstick. Lol
3518,3518,ham,Pls help me tell Ashley that i cant find her number oh
3519,3519,ham,Hey tmr meet at bugis 930 ?
3520,3520,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
3521,3521,ham,Good Morning plz call me sir
3522,3522,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
3523,3523,ham,"Sir Goodmorning, Once free call me."
3524,3524,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
3525,3525,ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
3526,3526,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
3527,3527,ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\"""""
3528,3528,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
3529,3529,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
3530,3530,ham,S but mostly not like that.
3531,3531,ham,"That's very rude, you on campus?"
3532,3532,spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
3533,3533,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
3534,3534,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
3535,3535,ham,Sounds like something that someone testing me would sayy
3536,3536,ham,Just do what ever is easier for you
3537,3537,ham,* You gonna ring this weekend or wot?
3538,3538,ham,:-) :-)
3539,3539,ham,I cant pick the phone right now. Pls send a message
3540,3540,ham,Whens your radio show?
3541,3541,ham,"ItÛ÷s reassuring, in this crazy world."
3542,3542,ham,But i juz remembered i gotta bathe my dog today..
3543,3543,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
3544,3544,ham,My phone
3545,3545,ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
3546,3546,ham,WHAT TIME U WRKIN?
3547,3547,ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
3548,3548,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
3549,3549,ham,Update your face book status frequently :)
3550,3550,ham,Goodnight da thangam I really miss u dear.
3551,3551,ham,What class of  &lt;#&gt;  reunion?
3552,3552,ham,Then u go back urself lor...
3553,3553,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
3554,3554,ham,She's fine. Sends her greetings
3555,3555,ham,That's necessarily respectful
3556,3556,ham,U too...
3557,3557,ham,Wherre's my boytoy ? :-(
3558,3558,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
3559,3559,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
3560,3560,ham,Hello- thanx for taking that call. I got a job! Starts on monday!
3561,3561,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
3562,3562,ham,Sorry da..today i wont come to play..i have driving clas..
3563,3563,ham,Tmrw. Im finishing 9 doors
3564,3564,ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
3565,3565,ham,So what did the bank say about the money?
3566,3566,spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
3567,3567,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
3568,3568,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
3569,3569,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
3570,3570,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
3571,3571,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
3572,3572,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
3573,3573,ham,I doubt you could handle 5 times per night in any case...
3574,3574,spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
3575,3575,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
3576,3576,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
3577,3577,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
3578,3578,spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
3579,3579,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
3580,3580,ham,I absolutely LOVE South Park! I only recently started watching the office.
3581,3581,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
3582,3582,ham,Happy New Year Princess!
3583,3583,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
3584,3584,ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
3585,3585,ham,I am in hospital da. . I will return home in evening
3586,3586,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
3587,3587,spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
3588,3588,ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
3589,3589,ham,I have gone into get info bt dont know what to do
